satellite,elevation,azimuth,snr,time,network,band
8,5.0,55.0,50.0,46837,GPS,L5
12,20.0,31.0,47.0,46837,GLONASS,L1
21,10.0,0.0,44.0,46837,GLONASS,L1
6,11.0,92.0,47.0,46837,Galileo,L5
23,6.0,22.0,47.0,46837,Galileo,L5
6,11.0,92.0,46.0,46837,Galileo,L1
23,6.0,22.0,50.0,46837,Galileo,L1
9,19.0,52.0,35.0,46837,BeiDou,L1
37,16.0,44.0,45.0,46837,BeiDou,L1
7,6.0,74.0,37.0,46837,BeiDou,L1
40,6.0,64.0,43.0,46837,BeiDou,L1
10,5.0,85.0,40.0,46837,BeiDou,L1
6,5.0,51.0,28.0,46837,BeiDou,L1
37,16.0,44.0,50.0,46837,BeiDou,L5
40,6.0,64.0,50.0,46837,BeiDou,L5
9,7.0,100.0,24.0,46838,GPS,L1
27,5.0,25.0,33.0,46838,GPS,L1
8,5.0,55.0,29.0,46838,GPS,L1
9,7.0,100.0,28.0,46838,GPS,L5
27,5.0,25.0,49.0,46838,GPS,L5
8,5.0,55.0,50.0,46838,GPS,L5
12,20.0,31.0,47.0,46838,GLONASS,L1
21,10.0,0.0,44.0,46838,GLONASS,L1
6,11.0,92.0,47.0,46838,Galileo,L5
23,6.0,22.0,47.0,46838,Galileo,L5
6,11.0,92.0,46.0,46838,Galileo,L1
23,6.0,22.0,50.0,46838,Galileo,L1
9,19.0,52.0,34.0,46838,BeiDou,L1
37,16.0,44.0,45.0,46838,BeiDou,L1
7,6.0,74.0,38.0,46838,BeiDou,L1
40,6.0,64.0,43.0,46838,BeiDou,L1
10,5.0,85.0,41.0,46838,BeiDou,L1
6,5.0,51.0,28.0,46838,BeiDou,L1
37,16.0,44.0,50.0,46838,BeiDou,L5
40,6.0,64.0,50.0,46838,BeiDou,L5
9,7.0,100.0,26.0,46839,GPS,L1
27,5.0,25.0,31.0,46839,GPS,L1
8,5.0,55.0,30.0,46839,GPS,L1
27,5.0,25.0,49.0,46839,GPS,L5
8,5.0,55.0,50.0,46839,GPS,L5
12,20.0,31.0,47.0,46839,GLONASS,L1
21,10.0,0.0,44.0,46839,GLONASS,L1
6,11.0,92.0,47.0,46839,Galileo,L5
23,6.0,22.0,47.0,46839,Galileo,L5
6,11.0,92.0,46.0,46839,Galileo,L1
23,6.0,22.0,50.0,46839,Galileo,L1
9,19.0,52.0,35.0,46839,BeiDou,L1
37,16.0,44.0,45.0,46839,BeiDou,L1
7,6.0,74.0,38.0,46839,BeiDou,L1
40,6.0,64.0,43.0,46839,BeiDou,L1
10,5.0,85.0,41.0,46839,BeiDou,L1
6,5.0,51.0,27.0,46839,BeiDou,L1
37,16.0,44.0,50.0,46839,BeiDou,L5
40,6.0,64.0,50.0,46839,BeiDou,L5
9,7.0,100.0,25.0,46840,GPS,L1
27,5.0,25.0,30.0,46840,GPS,L1
8,5.0,55.0,31.0,46840,GPS,L1
9,7.0,100.0,30.0,46840,GPS,L5
27,5.0,25.0,49.0,46840,GPS,L5
8,5.0,55.0,50.0,46840,GPS,L5
12,20.0,31.0,47.0,46840,GLONASS,L1
21,10.0,0.0,44.0,46840,GLONASS,L1
6,11.0,92.0,47.0,46840,Galileo,L5
23,6.0,22.0,47.0,46840,Galileo,L5
6,11.0,92.0,46.0,46840,Galileo,L1
23,6.0,22.0,50.0,46840,Galileo,L1
9,19.0,52.0,36.0,46840,BeiDou,L1
37,16.0,44.0,46.0,46840,BeiDou,L1
7,6.0,74.0,38.0,46840,BeiDou,L1
40,6.0,64.0,43.0,46840,BeiDou,L1
6,5.0,51.0,28.0,46840,BeiDou,L1
10,5.0,85.0,41.0,46840,BeiDou,L1
37,16.0,44.0,50.0,46840,BeiDou,L5
40,6.0,64.0,49.0,46840,BeiDou,L5
9,7.0,100.0,24.0,46841,GPS,L1
27,5.0,25.0,31.0,46841,GPS,L1
8,5.0,55.0,31.0,46841,GPS,L1
9,7.0,100.0,32.0,46841,GPS,L5
27,5.0,25.0,49.0,46841,GPS,L5
8,5.0,55.0,50.0,46841,GPS,L5
12,20.0,31.0,47.0,46841,GLONASS,L1
21,10.0,0.0,44.0,46841,GLONASS,L1
6,11.0,92.0,47.0,46841,Galileo,L5
23,6.0,22.0,47.0,46841,Galileo,L5
6,11.0,92.0,46.0,46841,Galileo,L1
23,6.0,22.0,50.0,46841,Galileo,L1
9,19.0,52.0,26.0,46841,BeiDou,L1
37,16.0,44.0,46.0,46841,BeiDou,L1
7,6.0,74.0,38.0,46841,BeiDou,L1
40,6.0,64.0,44.0,46841,BeiDou,L1
6,5.0,51.0,27.0,46841,BeiDou,L1
10,5.0,85.0,41.0,46841,BeiDou,L1
37,16.0,44.0,50.0,46841,BeiDou,L5
40,6.0,64.0,49.0,46841,BeiDou,L5
9,7.0,100.0,24.0,46842,GPS,L1
27,5.0,25.0,39.0,46842,GPS,L1
8,5.0,55.0,22.0,46842,GPS,L1
9,7.0,100.0,27.0,46842,GPS,L5
27,5.0,25.0,50.0,46842,GPS,L5
8,5.0,55.0,50.0,46842,GPS,L5
12,20.0,31.0,47.0,46842,GLONASS,L1
21,10.0,0.0,43.0,46842,GLONASS,L1
6,11.0,92.0,47.0,46842,Galileo,L5
23,6.0,22.0,47.0,46842,Galileo,L5
6,11.0,92.0,46.0,46842,Galileo,L1
23,6.0,22.0,50.0,46842,Galileo,L1
9,19.0,52.0,37.0,46842,BeiDou,L1
37,16.0,44.0,46.0,46842,BeiDou,L1
7,6.0,74.0,37.0,46842,BeiDou,L1
40,6.0,64.0,43.0,46842,BeiDou,L1
6,5.0,51.0,26.0,46842,BeiDou,L1
10,5.0,85.0,40.0,46842,BeiDou,L1
37,16.0,44.0,51.0,46842,BeiDou,L5
40,6.0,64.0,49.0,46842,BeiDou,L5
9,7.0,100.0,26.0,46843,GPS,L1
27,5.0,25.0,37.0,46843,GPS,L1
8,5.0,55.0,23.0,46843,GPS,L1
9,7.0,100.0,25.0,46843,GPS,L5
27,5.0,25.0,50.0,46843,GPS,L5
8,5.0,55.0,50.0,46843,GPS,L5
12,20.0,31.0,47.0,46843,GLONASS,L1
21,10.0,0.0,44.0,46843,GLONASS,L1
6,11.0,92.0,47.0,46843,Galileo,L5
23,6.0,22.0,47.0,46843,Galileo,L5
6,11.0,92.0,46.0,46843,Galileo,L1
23,6.0,22.0,50.0,46843,Galileo,L1
9,19.0,52.0,36.0,46843,BeiDou,L1
37,16.0,44.0,46.0,46843,BeiDou,L1
7,6.0,74.0,38.0,46843,BeiDou,L1
40,6.0,64.0,43.0,46843,BeiDou,L1
6,5.0,51.0,28.0,46843,BeiDou,L1
10,5.0,85.0,40.0,46843,BeiDou,L1
37,16.0,44.0,51.0,46843,BeiDou,L5
40,6.0,64.0,49.0,46843,BeiDou,L5
9,7.0,100.0,27.0,46844,GPS,L1
27,5.0,25.0,36.0,46844,GPS,L1
8,5.0,55.0,23.0,46844,GPS,L1
9,7.0,100.0,26.0,46844,GPS,L5
27,5.0,25.0,50.0,46844,GPS,L5
8,5.0,55.0,50.0,46844,GPS,L5
12,19.0,30.0,47.0,46844,GLONASS,L1
21,10.0,0.0,45.0,46844,GLONASS,L1
6,11.0,92.0,47.0,46844,Galileo,L5
23,6.0,22.0,47.0,46844,Galileo,L5
6,11.0,92.0,46.0,46844,Galileo,L1
23,6.0,22.0,50.0,46844,Galileo,L1
9,19.0,52.0,35.0,46844,BeiDou,L1
37,16.0,44.0,46.0,46844,BeiDou,L1
7,6.0,74.0,37.0,46844,BeiDou,L1
40,6.0,64.0,43.0,46844,BeiDou,L1
6,5.0,51.0,28.0,46844,BeiDou,L1
10,5.0,85.0,40.0,46844,BeiDou,L1
37,16.0,44.0,51.0,46844,BeiDou,L5
40,6.0,64.0,49.0,46844,BeiDou,L5
9,7.0,100.0,27.0,46845,GPS,L1
27,5.0,25.0,36.0,46845,GPS,L1
8,5.0,55.0,24.0,46845,GPS,L1
9,7.0,100.0,32.0,46845,GPS,L5
27,5.0,25.0,50.0,46845,GPS,L5
8,5.0,55.0,50.0,46845,GPS,L5
12,19.0,30.0,47.0,46845,GLONASS,L1
21,10.0,0.0,45.0,46845,GLONASS,L1
6,11.0,92.0,47.0,46845,Galileo,L5
23,6.0,22.0,47.0,46845,Galileo,L5
6,11.0,92.0,46.0,46845,Galileo,L1
23,6.0,22.0,50.0,46845,Galileo,L1
9,19.0,52.0,35.0,46845,BeiDou,L1
37,16.0,44.0,46.0,46845,BeiDou,L1
7,6.0,74.0,38.0,46845,BeiDou,L1
40,6.0,64.0,44.0,46845,BeiDou,L1
6,5.0,51.0,28.0,46845,BeiDou,L1
10,5.0,85.0,41.0,46845,BeiDou,L1
37,16.0,44.0,51.0,46845,BeiDou,L5
40,6.0,64.0,49.0,46845,BeiDou,L5
9,7.0,100.0,27.0,46846,GPS,L1
27,5.0,25.0,36.0,46846,GPS,L1
8,5.0,55.0,24.0,46846,GPS,L1
9,7.0,100.0,25.0,46846,GPS,L5
27,5.0,25.0,50.0,46846,GPS,L5
8,5.0,55.0,50.0,46846,GPS,L5
12,19.0,30.0,48.0,46846,GLONASS,L1
21,10.0,0.0,45.0,46846,GLONASS,L1
6,11.0,92.0,47.0,46846,Galileo,L5
23,6.0,22.0,47.0,46846,Galileo,L5
6,11.0,92.0,46.0,46846,Galileo,L1
23,6.0,22.0,50.0,46846,Galileo,L1
9,19.0,52.0,35.0,46846,BeiDou,L1
37,16.0,44.0,46.0,46846,BeiDou,L1
7,6.0,74.0,38.0,46846,BeiDou,L1
40,6.0,64.0,44.0,46846,BeiDou,L1
10,5.0,85.0,41.0,46846,BeiDou,L1
6,5.0,51.0,28.0,46846,BeiDou,L1
37,16.0,44.0,51.0,46846,BeiDou,L5
40,6.0,64.0,49.0,46846,BeiDou,L5
9,7.0,100.0,28.0,46847,GPS,L1
27,5.0,25.0,37.0,46847,GPS,L1
8,5.0,55.0,24.0,46847,GPS,L1
9,7.0,100.0,33.0,46847,GPS,L5
27,5.0,25.0,49.0,46847,GPS,L5
8,5.0,55.0,50.0,46847,GPS,L5
12,19.0,30.0,47.0,46847,GLONASS,L1
21,10.0,0.0,45.0,46847,GLONASS,L1
6,11.0,92.0,47.0,46847,Galileo,L5
23,6.0,22.0,47.0,46847,Galileo,L5
6,11.0,92.0,46.0,46847,Galileo,L1
23,6.0,22.0,50.0,46847,Galileo,L1
9,19.0,52.0,36.0,46847,BeiDou,L1
37,16.0,44.0,46.0,46847,BeiDou,L1
7,6.0,74.0,38.0,46847,BeiDou,L1
40,6.0,64.0,44.0,46847,BeiDou,L1
10,5.0,85.0,42.0,46847,BeiDou,L1
6,5.0,51.0,29.0,46847,BeiDou,L1
37,16.0,44.0,51.0,46847,BeiDou,L5
40,6.0,64.0,49.0,46847,BeiDou,L5
9,7.0,100.0,28.0,46848,GPS,L1
27,5.0,25.0,38.0,46848,GPS,L1
8,5.0,55.0,31.0,46848,GPS,L1
9,7.0,100.0,25.0,46848,GPS,L5
27,5.0,25.0,49.0,46848,GPS,L5
8,5.0,55.0,50.0,46848,GPS,L5
12,19.0,30.0,47.0,46848,GLONASS,L1
21,10.0,0.0,45.0,46848,GLONASS,L1
6,11.0,92.0,47.0,46848,Galileo,L5
23,6.0,22.0,47.0,46848,Galileo,L5
6,11.0,92.0,46.0,46848,Galileo,L1
23,6.0,22.0,50.0,46848,Galileo,L1
9,19.0,52.0,36.0,46848,BeiDou,L1
37,16.0,44.0,46.0,46848,BeiDou,L1
7,6.0,74.0,38.0,46848,BeiDou,L1
40,6.0,64.0,44.0,46848,BeiDou,L1
10,5.0,85.0,42.0,46848,BeiDou,L1
6,5.0,51.0,30.0,46848,BeiDou,L1
37,16.0,44.0,51.0,46848,BeiDou,L5
40,6.0,64.0,49.0,46848,BeiDou,L5
9,7.0,100.0,27.0,46849,GPS,L1
27,5.0,25.0,39.0,46849,GPS,L1
8,5.0,55.0,27.0,46849,GPS,L1
9,7.0,100.0,22.0,46849,GPS,L5
27,5.0,25.0,49.0,46849,GPS,L5
8,5.0,55.0,50.0,46849,GPS,L5
12,19.0,30.0,47.0,46849,GLONASS,L1
21,10.0,0.0,45.0,46849,GLONASS,L1
6,11.0,92.0,47.0,46849,Galileo,L5
23,6.0,22.0,47.0,46849,Galileo,L5
6,11.0,92.0,47.0,46849,Galileo,L1
23,6.0,22.0,50.0,46849,Galileo,L1
9,19.0,52.0,36.0,46849,BeiDou,L1
37,16.0,44.0,46.0,46849,BeiDou,L1
7,6.0,74.0,38.0,46849,BeiDou,L1
40,6.0,64.0,44.0,46849,BeiDou,L1
10,5.0,85.0,42.0,46849,BeiDou,L1
6,5.0,51.0,31.0,46849,BeiDou,L1
37,16.0,44.0,51.0,46849,BeiDou,L5
40,6.0,64.0,49.0,46849,BeiDou,L5
9,7.0,100.0,19.0,46850,GPS,L1
27,5.0,25.0,38.0,46850,GPS,L1
8,5.0,55.0,31.0,46850,GPS,L1
9,7.0,100.0,28.0,46850,GPS,L5
27,5.0,25.0,49.0,46850,GPS,L5
8,5.0,55.0,50.0,46850,GPS,L5
12,19.0,30.0,47.0,46850,GLONASS,L1
21,10.0,0.0,45.0,46850,GLONASS,L1
6,11.0,92.0,47.0,46850,Galileo,L5
23,6.0,22.0,47.0,46850,Galileo,L5
6,11.0,92.0,47.0,46850,Galileo,L1
23,6.0,22.0,50.0,46850,Galileo,L1
9,19.0,52.0,37.0,46850,BeiDou,L1
37,16.0,44.0,46.0,46850,BeiDou,L1
7,6.0,74.0,39.0,46850,BeiDou,L1
40,6.0,64.0,44.0,46850,BeiDou,L1
10,5.0,85.0,42.0,46850,BeiDou,L1
6,5.0,51.0,32.0,46850,BeiDou,L1
37,16.0,44.0,51.0,46850,BeiDou,L5
40,6.0,64.0,49.0,46850,BeiDou,L5
9,7.0,100.0,19.0,46851,GPS,L1
27,5.0,25.0,38.0,46851,GPS,L1
8,5.0,55.0,25.0,46851,GPS,L1
9,7.0,100.0,28.0,46851,GPS,L5
27,5.0,25.0,49.0,46851,GPS,L5
8,5.0,55.0,50.0,46851,GPS,L5
12,19.0,30.0,47.0,46851,GLONASS,L1
21,10.0,0.0,46.0,46851,GLONASS,L1
6,11.0,92.0,47.0,46851,Galileo,L5
23,6.0,22.0,47.0,46851,Galileo,L5
6,11.0,92.0,47.0,46851,Galileo,L1
23,6.0,22.0,50.0,46851,Galileo,L1
9,19.0,52.0,37.0,46851,BeiDou,L1
37,16.0,44.0,46.0,46851,BeiDou,L1
7,6.0,74.0,38.0,46851,BeiDou,L1
40,6.0,64.0,44.0,46851,BeiDou,L1
6,5.0,51.0,32.0,46851,BeiDou,L1
10,5.0,85.0,42.0,46851,BeiDou,L1
37,16.0,44.0,51.0,46851,BeiDou,L5
40,6.0,64.0,49.0,46851,BeiDou,L5
9,7.0,100.0,19.0,46852,GPS,L1
27,5.0,25.0,37.0,46852,GPS,L1
8,5.0,55.0,32.0,46852,GPS,L1
9,7.0,100.0,25.0,46852,GPS,L5
27,5.0,25.0,49.0,46852,GPS,L5
8,5.0,55.0,50.0,46852,GPS,L5
12,19.0,30.0,47.0,46852,GLONASS,L1
21,10.0,0.0,46.0,46852,GLONASS,L1
6,11.0,92.0,46.0,46852,Galileo,L5
23,6.0,22.0,47.0,46852,Galileo,L5
6,11.0,92.0,47.0,46852,Galileo,L1
23,6.0,22.0,50.0,46852,Galileo,L1
9,19.0,52.0,37.0,46852,BeiDou,L1
37,16.0,44.0,46.0,46852,BeiDou,L1
7,6.0,74.0,38.0,46852,BeiDou,L1
40,6.0,64.0,44.0,46852,BeiDou,L1
6,5.0,51.0,32.0,46852,BeiDou,L1
10,5.0,85.0,42.0,46852,BeiDou,L1
37,16.0,44.0,51.0,46852,BeiDou,L5
40,6.0,64.0,49.0,46852,BeiDou,L5
9,7.0,100.0,20.0,46853,GPS,L1
27,5.0,25.0,38.0,46853,GPS,L1
8,5.0,55.0,25.0,46853,GPS,L1
9,7.0,100.0,29.0,46853,GPS,L5
27,5.0,25.0,49.0,46853,GPS,L5
8,5.0,55.0,50.0,46853,GPS,L5
12,19.0,30.0,47.0,46853,GLONASS,L1
6,11.0,92.0,45.0,46853,Galileo,L5
23,6.0,22.0,47.0,46853,Galileo,L5
6,11.0,92.0,47.0,46853,Galileo,L1
23,6.0,22.0,50.0,46853,Galileo,L1
9,19.0,52.0,38.0,46853,BeiDou,L1
37,16.0,44.0,46.0,46853,BeiDou,L1
7,6.0,74.0,39.0,46853,BeiDou,L1
40,6.0,64.0,44.0,46853,BeiDou,L1
6,5.0,51.0,31.0,46853,BeiDou,L1
10,5.0,85.0,42.0,46853,BeiDou,L1
37,16.0,44.0,51.0,46853,BeiDou,L5
40,6.0,64.0,49.0,46853,BeiDou,L5
9,7.0,100.0,21.0,46854,GPS,L1
27,5.0,25.0,38.0,46854,GPS,L1
8,5.0,55.0,25.0,46854,GPS,L1
9,7.0,100.0,31.0,46854,GPS,L5
27,5.0,25.0,49.0,46854,GPS,L5
8,5.0,55.0,50.0,46854,GPS,L5
12,19.0,30.0,47.0,46854,GLONASS,L1
6,11.0,92.0,45.0,46854,Galileo,L5
23,6.0,22.0,47.0,46854,Galileo,L5
6,11.0,92.0,47.0,46854,Galileo,L1
23,6.0,22.0,50.0,46854,Galileo,L1
9,19.0,52.0,38.0,46854,BeiDou,L1
37,16.0,44.0,47.0,46854,BeiDou,L1
7,6.0,74.0,39.0,46854,BeiDou,L1
40,6.0,64.0,44.0,46854,BeiDou,L1
6,5.0,51.0,31.0,46854,BeiDou,L1
10,5.0,85.0,42.0,46854,BeiDou,L1
37,16.0,44.0,51.0,46854,BeiDou,L5
40,6.0,64.0,49.0,46854,BeiDou,L5
9,7.0,100.0,22.0,46855,GPS,L1
27,5.0,25.0,38.0,46855,GPS,L1
8,5.0,55.0,25.0,46855,GPS,L1
9,7.0,100.0,33.0,46855,GPS,L5
27,5.0,25.0,49.0,46855,GPS,L5
8,5.0,55.0,49.0,46855,GPS,L5
12,19.0,30.0,47.0,46855,GLONASS,L1
6,11.0,92.0,45.0,46855,Galileo,L5
23,6.0,22.0,47.0,46855,Galileo,L5
6,11.0,92.0,47.0,46855,Galileo,L1
23,6.0,22.0,50.0,46855,Galileo,L1
9,19.0,52.0,38.0,46855,BeiDou,L1
37,16.0,44.0,47.0,46855,BeiDou,L1
7,6.0,74.0,39.0,46855,BeiDou,L1
40,6.0,64.0,44.0,46855,BeiDou,L1
6,5.0,51.0,31.0,46855,BeiDou,L1
10,5.0,85.0,41.0,46855,BeiDou,L1
37,16.0,44.0,51.0,46855,BeiDou,L5
40,6.0,64.0,49.0,46855,BeiDou,L5
9,7.0,100.0,21.0,46856,GPS,L1
27,5.0,25.0,37.0,46856,GPS,L1
8,5.0,55.0,33.0,46856,GPS,L1
9,7.0,100.0,35.0,46856,GPS,L5
27,5.0,25.0,49.0,46856,GPS,L5
8,5.0,55.0,49.0,46856,GPS,L5
12,19.0,30.0,47.0,46856,GLONASS,L1
6,11.0,92.0,45.0,46856,Galileo,L5
23,6.0,22.0,47.0,46856,Galileo,L5
6,11.0,92.0,47.0,46856,Galileo,L1
23,6.0,22.0,50.0,46856,Galileo,L1
9,19.0,52.0,38.0,46856,BeiDou,L1
37,16.0,44.0,47.0,46856,BeiDou,L1
7,6.0,74.0,38.0,46856,BeiDou,L1
40,6.0,64.0,44.0,46856,BeiDou,L1
6,5.0,51.0,30.0,46856,BeiDou,L1
10,5.0,85.0,41.0,46856,BeiDou,L1
37,16.0,44.0,51.0,46856,BeiDou,L5
40,6.0,64.0,49.0,46856,BeiDou,L5
9,7.0,100.0,20.0,46857,GPS,L1
27,5.0,25.0,36.0,46857,GPS,L1
8,5.0,55.0,31.0,46857,GPS,L1
9,7.0,100.0,34.0,46857,GPS,L5
27,5.0,25.0,49.0,46857,GPS,L5
8,5.0,55.0,49.0,46857,GPS,L5
12,19.0,30.0,47.0,46857,GLONASS,L1
6,11.0,92.0,45.0,46857,Galileo,L5
23,6.0,22.0,47.0,46857,Galileo,L5
6,11.0,92.0,47.0,46857,Galileo,L1
23,6.0,22.0,50.0,46857,Galileo,L1
9,19.0,52.0,38.0,46857,BeiDou,L1
37,16.0,44.0,47.0,46857,BeiDou,L1
7,6.0,74.0,38.0,46857,BeiDou,L1
40,6.0,64.0,44.0,46857,BeiDou,L1
6,5.0,51.0,31.0,46857,BeiDou,L1
10,5.0,85.0,41.0,46857,BeiDou,L1
37,16.0,44.0,51.0,46857,BeiDou,L5
40,6.0,64.0,49.0,46857,BeiDou,L5
9,7.0,100.0,19.0,46858,GPS,L1
27,5.0,25.0,34.0,46858,GPS,L1
8,5.0,55.0,32.0,46858,GPS,L1
9,7.0,100.0,35.0,46858,GPS,L5
27,5.0,25.0,49.0,46858,GPS,L5
8,5.0,55.0,49.0,46858,GPS,L5
12,19.0,30.0,47.0,46858,GLONASS,L1
6,11.0,92.0,45.0,46858,Galileo,L5
23,6.0,22.0,47.0,46858,Galileo,L5
6,11.0,92.0,47.0,46858,Galileo,L1
23,6.0,22.0,50.0,46858,Galileo,L1
9,19.0,52.0,37.0,46858,BeiDou,L1
37,16.0,44.0,47.0,46858,BeiDou,L1
7,6.0,74.0,38.0,46858,BeiDou,L1
40,6.0,64.0,44.0,46858,BeiDou,L1
6,5.0,51.0,30.0,46858,BeiDou,L1
10,5.0,85.0,41.0,46858,BeiDou,L1
37,16.0,44.0,51.0,46858,BeiDou,L5
40,6.0,64.0,49.0,46858,BeiDou,L5
9,7.0,100.0,20.0,46859,GPS,L1
27,5.0,25.0,34.0,46859,GPS,L1
8,5.0,55.0,31.0,46859,GPS,L1
9,7.0,100.0,35.0,46859,GPS,L5
27,5.0,25.0,49.0,46859,GPS,L5
8,5.0,55.0,49.0,46859,GPS,L5
12,19.0,30.0,47.0,46859,GLONASS,L1
6,11.0,92.0,45.0,46859,Galileo,L5
23,6.0,22.0,47.0,46859,Galileo,L5
6,11.0,92.0,48.0,46859,Galileo,L1
23,6.0,22.0,50.0,46859,Galileo,L1
9,19.0,52.0,38.0,46859,BeiDou,L1
37,16.0,44.0,47.0,46859,BeiDou,L1
7,6.0,74.0,38.0,46859,BeiDou,L1
40,6.0,64.0,44.0,46859,BeiDou,L1
6,5.0,51.0,30.0,46859,BeiDou,L1
10,5.0,85.0,41.0,46859,BeiDou,L1
37,16.0,44.0,51.0,46859,BeiDou,L5
40,6.0,64.0,49.0,46859,BeiDou,L5
9,7.0,100.0,19.0,46860,GPS,L1
27,5.0,25.0,35.0,46860,GPS,L1
8,5.0,55.0,31.0,46860,GPS,L1
9,7.0,100.0,33.0,46860,GPS,L5
27,5.0,25.0,49.0,46860,GPS,L5
8,5.0,55.0,49.0,46860,GPS,L5
12,19.0,30.0,47.0,46860,GLONASS,L1
6,11.0,92.0,45.0,46860,Galileo,L5
23,6.0,22.0,47.0,46860,Galileo,L5
6,11.0,92.0,48.0,46860,Galileo,L1
23,6.0,22.0,50.0,46860,Galileo,L1
9,19.0,52.0,37.0,46860,BeiDou,L1
37,16.0,44.0,47.0,46860,BeiDou,L1
7,6.0,74.0,38.0,46860,BeiDou,L1
40,6.0,64.0,44.0,46860,BeiDou,L1
6,5.0,51.0,31.0,46860,BeiDou,L1
10,5.0,85.0,41.0,46860,BeiDou,L1
37,16.0,44.0,51.0,46860,BeiDou,L5
40,6.0,64.0,49.0,46860,BeiDou,L5
9,7.0,100.0,28.0,46861,GPS,L1
27,5.0,25.0,36.0,46861,GPS,L1
8,5.0,55.0,29.0,46861,GPS,L1
9,7.0,100.0,34.0,46861,GPS,L5
27,5.0,25.0,49.0,46861,GPS,L5
8,5.0,55.0,49.0,46861,GPS,L5
12,19.0,30.0,48.0,46861,GLONASS,L1
6,11.0,92.0,45.0,46861,Galileo,L5
23,6.0,22.0,47.0,46861,Galileo,L5
6,11.0,92.0,48.0,46861,Galileo,L1
23,6.0,22.0,50.0,46861,Galileo,L1
9,19.0,52.0,37.0,46861,BeiDou,L1
37,16.0,44.0,47.0,46861,BeiDou,L1
7,6.0,74.0,38.0,46861,BeiDou,L1
40,6.0,64.0,44.0,46861,BeiDou,L1
6,5.0,51.0,33.0,46861,BeiDou,L1
10,5.0,85.0,41.0,46861,BeiDou,L1
37,16.0,44.0,51.0,46861,BeiDou,L5
40,6.0,64.0,49.0,46861,BeiDou,L5
9,7.0,100.0,31.0,46862,GPS,L1
27,5.0,25.0,34.0,46862,GPS,L1
8,5.0,55.0,30.0,46862,GPS,L1
9,7.0,100.0,35.0,46862,GPS,L5
27,5.0,25.0,49.0,46862,GPS,L5
8,5.0,55.0,49.0,46862,GPS,L5
12,19.0,30.0,48.0,46862,GLONASS,L1
6,11.0,92.0,45.0,46862,Galileo,L5
23,6.0,22.0,46.0,46862,Galileo,L5
6,11.0,92.0,48.0,46862,Galileo,L1
23,6.0,22.0,50.0,46862,Galileo,L1
9,19.0,52.0,37.0,46862,BeiDou,L1
37,16.0,44.0,47.0,46862,BeiDou,L1
7,6.0,74.0,38.0,46862,BeiDou,L1
40,6.0,64.0,44.0,46862,BeiDou,L1
6,5.0,52.0,33.0,46862,BeiDou,L1
10,5.0,85.0,41.0,46862,BeiDou,L1
37,16.0,44.0,51.0,46862,BeiDou,L5
40,6.0,64.0,49.0,46862,BeiDou,L5
9,7.0,100.0,29.0,46863,GPS,L1
27,5.0,25.0,34.0,46863,GPS,L1
8,5.0,55.0,30.0,46863,GPS,L1
9,7.0,100.0,35.0,46863,GPS,L5
27,5.0,25.0,49.0,46863,GPS,L5
8,5.0,55.0,49.0,46863,GPS,L5
12,19.0,30.0,48.0,46863,GLONASS,L1
6,11.0,92.0,45.0,46863,Galileo,L5
23,6.0,22.0,46.0,46863,Galileo,L5
6,11.0,92.0,48.0,46863,Galileo,L1
23,6.0,22.0,50.0,46863,Galileo,L1
9,19.0,52.0,37.0,46863,BeiDou,L1
37,16.0,44.0,47.0,46863,BeiDou,L1
7,7.0,74.0,38.0,46863,BeiDou,L1
40,6.0,64.0,44.0,46863,BeiDou,L1
6,5.0,52.0,34.0,46863,BeiDou,L1
10,5.0,85.0,41.0,46863,BeiDou,L1
37,16.0,44.0,51.0,46863,BeiDou,L5
40,6.0,64.0,49.0,46863,BeiDou,L5
9,7.0,100.0,25.0,46864,GPS,L1
27,5.0,25.0,35.0,46864,GPS,L1
8,5.0,55.0,31.0,46864,GPS,L1
9,7.0,100.0,36.0,46864,GPS,L5
27,5.0,25.0,49.0,46864,GPS,L5
8,5.0,55.0,49.0,46864,GPS,L5
12,19.0,30.0,48.0,46864,GLONASS,L1
6,11.0,92.0,45.0,46864,Galileo,L5
23,6.0,22.0,46.0,46864,Galileo,L5
6,11.0,92.0,48.0,46864,Galileo,L1
23,6.0,22.0,50.0,46864,Galileo,L1
9,19.0,52.0,37.0,46864,BeiDou,L1
37,16.0,44.0,47.0,46864,BeiDou,L1
7,7.0,74.0,37.0,46864,BeiDou,L1
40,6.0,64.0,44.0,46864,BeiDou,L1
6,5.0,52.0,34.0,46864,BeiDou,L1
10,5.0,85.0,41.0,46864,BeiDou,L1
37,16.0,44.0,51.0,46864,BeiDou,L5
40,6.0,64.0,49.0,46864,BeiDou,L5
9,7.0,100.0,22.0,46865,GPS,L1
27,5.0,25.0,35.0,46865,GPS,L1
8,5.0,55.0,32.0,46865,GPS,L1
9,7.0,100.0,35.0,46865,GPS,L5
27,5.0,25.0,49.0,46865,GPS,L5
8,5.0,55.0,49.0,46865,GPS,L5
12,19.0,30.0,48.0,46865,GLONASS,L1
6,11.0,92.0,45.0,46865,Galileo,L5
23,6.0,22.0,46.0,46865,Galileo,L5
6,11.0,92.0,48.0,46865,Galileo,L1
23,6.0,22.0,50.0,46865,Galileo,L1
9,19.0,52.0,38.0,46865,BeiDou,L1
37,16.0,44.0,47.0,46865,BeiDou,L1
